leading_item_id,following_item_id,value
FRHNWLNI,UXSPKBJR,429403
QJQJSWFU,UXSPKBJR,429403
KJNSOAHR,UXSPKBJR,429403
RAWUKQMJ,UXSPKBJR,436960
JERHKLYW,UXSPKBJR,431558
VBYCLTYZ,UXSPKBJR,429403
ROACSLMG,UXSPKBJR,429403
NZKBIBNU,UXSPKBJR,436960
BEZYMBBT,UXSPKBJR,429403
STZDBITS,UXSPKBJR,429403
UGEQLMXM,VBYCLTYZ,641808
IGDVVKUD,VBYCLTYZ,641808
LLHREMKS,VBYCLTYZ,641808
ATLDMDBO,VBYCLTYZ,641808
DNMPSKTB,VBYCLTYZ,641808
ZXERAXWP,VBYCLTYZ,641808
KJNSOAHR,VBYCLTYZ,641808
ZCELVYQU,VBYCLTYZ,641808
CCLHWFWF,VBYCLTYZ,641808
JPBRUTWP,VBYCLTYZ,641808
UXSPKBJR,VBYCLTYZ,641808
ROACSLMG,VBYCLTYZ,641808
VUAFAIYJ,VBYCLTYZ,645882
BTMOEMEP,VBYCLTYZ,641808
FCYBOAXC,VBYCLTYZ,641808
FQCLOEXA,VBYCLTYZ,641808
ZGJXVMNI,VBYCLTYZ,641939
LRVGFDFM,VBYCLTYZ,641808
APQGTRMF,VBYCLTYZ,645882
BSRMSVTC,VMAQSTJE,57559
APQGTRMF,VMAQSTJE,57559
AXULOHBQ,VMAQSTJE,57559
HXYSSRXE,VMAQSTJE,57559
GYHKIVQT,VMAQSTJE,57559
ATLDMDBO,VMAQSTJE,57559
WBLJNPZQ,VMAQSTJE,57559
LPHPPJUG,VMAQSTJE,59869
SDWAYPIK,VMAQSTJE,57559
QVLMOEYE,VMAQSTJE,57559
UIFPPCLR,VMAQSTJE,57559
LSOIUSXD,VMAQSTJE,57559
DEWLVASR,VMAQSTJE,59869
DDEXPPXU,VMAQSTJE,59869
DUCMGGNW,VMAQSTJE,57559
WQMVCOEM,VMAQSTJE,57559
OKMBFVKS,VMAQSTJE,57559
OXKURKXR,VMAQSTJE,57559
DNMPSKTB,VMAQSTJE,57559
VUAFAIYJ,VMAQSTJE,57689
RCBZUSIM,VMAQSTJE,57559
BEZYMBBT,VMAQSTJE,57559
UGEQLMXM,VMAQSTJE,57559
ELQGMQWE,VUAFAIYJ,719826
ZKENOUDA,VUAFAIYJ,719826
FCYBOAXC,VUAFAIYJ,719826
VWMBASNE,VUAFAIYJ,723214
RJGPVEXX,VUAFAIYJ,719826
ZXERAXWP,VUAFAIYJ,719826
LSOIUSXD,VUAFAIYJ,723214
AXULOHBQ,VUAFAIYJ,723214
LTOYKIML,VUAFAIYJ,719826
CCLHWFWF,VUAFAIYJ,719826
ZGJXVMNI,VUAFAIYJ,719826
LLHREMKS,VUAFAIYJ,719826
LRVGFDFM,VUAFAIYJ,719826
JERHKLYW,VUAFAIYJ,719826
XIPPENFQ,VUAFAIYJ,723214
WBLJNPZQ,VUAFAIYJ,719826
JPBRUTWP,VUAFAIYJ,719957
WHPUAOID,VUAFAIYJ,721729
ZCELVYQU,VUAFAIYJ,719826
GYHKIVQT,VUAFAIYJ,719957
FDXPMYGF,VWMBASNE,136583
BSRMSVTC,VWMBASNE,136583
CCLHWFWF,VWMBASNE,136583
WBLJNPZQ,VWMBASNE,136583
DNMPSKTB,VWMBASNE,136583
OKMBFVKS,VWMBASNE,136583
HXYSSRXE,VWMBASNE,136583
XUOIQPFL,VWMBASNE,136583
KEUWZRKO,VWMBASNE,136583
SDWAYPIK,VWMBASNE,136583
QVLMOEYE,VWMBASNE,136583
BJALXPFS,VWMBASNE,136583
LRVGFDFM,VWMBASNE,136583
VUAFAIYJ,VWMBASNE,142067
DEWLVASR,VWMBASNE,142067
LUENUFGA,VWMBASNE,136583
AXULOHBQ,VWMBASNE,136583
GYHKIVQT,VWMBASNE,136583
ATLDMDBO,VWMBASNE,136583
RJGPVEXX,VWMBASNE,136714
XIFHSOWQ,VWMBASNE,136583
NZKBIBNU,VWMBASNE,138621
ZGJXVMNI,VWMBASNE,136714
QVLMOEYE,WBLJNPZQ,126643
LSOIUSXD,WBLJNPZQ,126643
VUAFAIYJ,WBLJNPZQ,130154
OKMBFVKS,WBLJNPZQ,126643
JPBRUTWP,WBLJNPZQ,126643
APQGTRMF,WBLJNPZQ,126643
VBYCLTYZ,WBLJNPZQ,126643
FITUEHWN,WBLJNPZQ,126643
UGEQLMXM,WBLJNPZQ,126643
SDWAYPIK,WBLJNPZQ,126643
QRKRBYJL,WBLJNPZQ,126643
RCBZUSIM,WBLJNPZQ,126643
DBWLZWNK,WBLJNPZQ,126643
GYHKIVQT,WBLJNPZQ,126643
FCYBOAXC,WBLJNPZQ,126643
ATLDMDBO,WBLJNPZQ,126643
VMAQSTJE,WBLJNPZQ,126643
VWMBASNE,WBLJNPZQ,126643
BJALXPFS,WBLJNPZQ,126643
XUOIQPFL,WBLJNPZQ,126643
ROACSLMG,WBLJNPZQ,126643
OXKURKXR,WBLJNPZQ,126643
ZGJXVMNI,WBLJNPZQ,130154
AHMDUILJ,WBLJNPZQ,126643
UIFPPCLR,WBLJNPZQ,126643
BTMOEMEP,WBLJNPZQ,126643
BUZIIBYG,WBLJNPZQ,126643
RAWUKQMJ,WBLJNPZQ,126643
CCLHWFWF,WBLJNPZQ,130154
WHPUAOID,WBLJNPZQ,126773
APQGTRMF,WHPUAOID,35104
UGEQLMXM,WHPUAOID,35104
ZXERAXWP,WHPUAOID,35104
UQYUIVVR,WHPUAOID,35104
VBYCLTYZ,WHPUAOID,35104
IGDVVKUD,WHPUAOID,35104
XUOIQPFL,WHPUAOID,35104
VUAFAIYJ,WHPUAOID,35104
LTOYKIML,WHPUAOID,35104
CCLHWFWF,WHPUAOID,35104
SAAYMURU,WHPUAOID,35104
LRVGFDFM,WHPUAOID,35104
UXSPKBJR,WHPUAOID,35104
BEZYMBBT,WHPUAOID,35104
EVBVXETX,WPQXWHYO,11052156
FQCLOEXA,WPQXWHYO,11052156
AXULOHBQ,WPQXWHYO,11055543
HXYSSRXE,WPQXWHYO,11055543
RAWUKQMJ,WPQXWHYO,11055543
GYHKIVQT,WPQXWHYO,11055543
BSRMSVTC,WPQXWHYO,11055543
ZGJXVMNI,WPQXWHYO,11052156
DNMPSKTB,WPQXWHYO,11055543
SAHWCZNH,WPQXWHYO,11055543
XIFHSOWQ,WPQXWHYO,11055543
NZKBIBNU,WPQXWHYO,11052156
DEWLVASR,WPQXWHYO,11052156
OXKURKXR,WPQXWHYO,11055543
LPHPPJUG,WPQXWHYO,11052156
ZKENOUDA,WPQXWHYO,11052156
RCBZUSIM,WPQXWHYO,11055543
ATLDMDBO,WPQXWHYO,11055543
AHMDUILJ,WPQXWHYO,11052156
VWMBASNE,WPQXWHYO,11052287
KEUWZRKO,WPQXWHYO,11055543
BEZYMBBT,WPQXWHYO,11055543
JERHKLYW,WPQXWHYO,11052156
BUZIIBYG,WPQXWHYO,11052156
RJGPVEXX,WPQXWHYO,11052156
APQGTRMF,WPQXWHYO,11055543
ELQGMQWE,WPQXWHYO,11052156
QRKRBYJL,WPQXWHYO,11055543
LUENUFGA,WPQXWHYO,11053592
QKXNTIIB,WPQXWHYO,11055543
UQYUIVVR,WQMVCOEM,193537
BUZIIBYG,WQMVCOEM,193537
DBWLZWNK,WQMVCOEM,193537
GKQIJYDH,WQMVCOEM,193537
IGDVVKUD,WQMVCOEM,193537
ZCELVYQU,WQMVCOEM,193537
BTMOEMEP,WQMVCOEM,193537
UXSPKBJR,WQMVCOEM,193537
ROACSLMG,WQMVCOEM,193537
LRVGFDFM,WQMVCOEM,193537
QJQJSWFU,WQMVCOEM,193537
FQCLOEXA,WQMVCOEM,193537
SDWAYPIK,WQMVCOEM,193537
AHMDUILJ,WQMVCOEM,193537
LLHREMKS,WQMVCOEM,193537
QRKRBYJL,WQMVCOEM,193537
EVBVXETX,WQMVCOEM,193537
BEZYMBBT,WQMVCOEM,193537
AXULOHBQ,WQMVCOEM,193537
KJNSOAHR,WQMVCOEM,193537
AXULOHBQ,XIFHSOWQ,35987
FDXPMYGF,XIFHSOWQ,35987
SAHWCZNH,XIFHSOWQ,35987
HXYSSRXE,XIFHSOWQ,35987
LPHPPJUG,XIFHSOWQ,38297
GYHKIVQT,XIFHSOWQ,35987
FQCLOEXA,XIFHSOWQ,38297
WBLJNPZQ,XIFHSOWQ,35987
DNMPSKTB,XIFHSOWQ,35987
RJGPVEXX,XIFHSOWQ,38297
RAWUKQMJ,XIFHSOWQ,35987
BJALXPFS,XIFHSOWQ,35987
UQYUIVVR,XIFHSOWQ,35987
EVBVXETX,XIFHSOWQ,38297
NZKBIBNU,XIFHSOWQ,38297
KEUWZRKO,XIFHSOWQ,35987
SUOYXCHP,XIFHSOWQ,35987
BSRMSVTC,XIFHSOWQ,35987
AHMDUILJ,XIFHSOWQ,37423
ZGJXVMNI,XIFHSOWQ,38297
WQMVCOEM,XIFHSOWQ,35987
XIFHSOWQ,XIPPENFQ,112195
VWMBASNE,XIPPENFQ,112195
SAHWCZNH,XIPPENFQ,112195
KEUWZRKO,XIPPENFQ,112195
VMAQSTJE,XIPPENFQ,112195
EVBVXETX,XIPPENFQ,116484
LSOIUSXD,XIPPENFQ,112195
HCDTGMST,XIPPENFQ,112195
WPQXWHYO,XIPPENFQ,116484
FQCLOEXA,XIPPENFQ,116484
UXSPKBJR,XIPPENFQ,116484
LUENUFGA,XIPPENFQ,112195
JERHKLYW,XIPPENFQ,112195
VUAFAIYJ,XIPPENFQ,116484
RJGPVEXX,XIPPENFQ,116484
FRHNWLNI,XIPPENFQ,116484
NZKBIBNU,XIPPENFQ,116484
ZKENOUDA,XIPPENFQ,112326
ATLDMDBO,XIPPENFQ,112326
FDXPMYGF,XIPPENFQ,112195
HXYSSRXE,XIPPENFQ,112195
BEZYMBBT,XMKRPGLB,819592
WHPUAOID,XMKRPGLB,819592
KJNSOAHR,XMKRPGLB,819592
FITUEHWN,XMKRPGLB,805936
ROACSLMG,XMKRPGLB,806067
UXSPKBJR,XMKRPGLB,806067
LRVGFDFM,XMKRPGLB,819592
RCBZUSIM,XMKRPGLB,805936
YSYHGLQK,XMKRPGLB,805936
ELQGMQWE,XMKRPGLB,806067
VMAQSTJE,XMKRPGLB,806067
SDWAYPIK,XUOIQPFL,2725796
QVLMOEYE,XUOIQPFL,2725796
UIFPPCLR,XUOIQPFL,2725796
GYHKIVQT,XUOIQPFL,2725796
QRKRBYJL,XUOIQPFL,2725796
JPBRUTWP,XUOIQPFL,2725796
VBYCLTYZ,XUOIQPFL,2725796
WBLJNPZQ,XUOIQPFL,2725796
BTMOEMEP,XUOIQPFL,2725796
DEWLVASR,XUOIQPFL,2729184
ATLDMDBO,XUOIQPFL,2725796
RCBZUSIM,XUOIQPFL,2725796
APQGTRMF,XUOIQPFL,2725796
OKMBFVKS,XUOIQPFL,2725796
VUAFAIYJ,XUOIQPFL,2729184
DNMPSKTB,XUOIQPFL,2725796
QJQJSWFU,XUOIQPFL,2725796
HXYSSRXE,XUOIQPFL,2725796
VMAQSTJE,XUOIQPFL,2725796
RJGPVEXX,XUOIQPFL,2729184
SUOYXCHP,XUOIQPFL,2725796
LSOIUSXD,XUOIQPFL,2725796
BEZYMBBT,XUOIQPFL,2725796
UGEQLMXM,XUOIQPFL,2725796
ZKENOUDA,XUOIQPFL,2729184
ZGJXVMNI,XUOIQPFL,2729184
UQYUIVVR,XUOIQPFL,2729184
IGDVVKUD,XUOIQPFL,2725796
YSYHGLQK,XUOIQPFL,2725927
CCLHWFWF,XUOIQPFL,2725796
FTSVTTSR,YSYHGLQK,765
STZDBITS,YSYHGLQK,765
LLHREMKS,YSYHGLQK,765
GKQIJYDH,YSYHGLQK,765
RCBZUSIM,YSYHGLQK,765
AHMDUILJ,YSYHGLQK,2096
CCLHWFWF,YSYHGLQK,2096
KAGJCHMR,YSYHGLQK,765
DBWLZWNK,YSYHGLQK,765
JSLXRQOK,YSYHGLQK,765
SNHYOVBM,YSYHGLQK,765
FCYBOAXC,YSYHGLQK,765
LLHREMKS,ZCELVYQU,184878
JSLXRQOK,ZCELVYQU,184878
FTSVTTSR,ZCELVYQU,184878
ELQGMQWE,ZCELVYQU,184878
ZKENOUDA,ZCELVYQU,184878
DEWLVASR,ZCELVYQU,184878
VUAFAIYJ,ZCELVYQU,184878
EVBVXETX,ZCELVYQU,184878
KJNSOAHR,ZCELVYQU,184878
RJGPVEXX,ZCELVYQU,184878
FQCLOEXA,ZCELVYQU,184878
FRHNWLNI,ZCELVYQU,184878
LTOYKIML,ZCELVYQU,184878
CCLHWFWF,ZCELVYQU,184878
ZGJXVMNI,ZCELVYQU,184878
NZKBIBNU,ZCELVYQU,184878
GKQIJYDH,ZCELVYQU,184878
KAGJCHMR,ZCELVYQU,184878
SDWAYPIK,ZCELVYQU,185009
UQYUIVVR,ZCELVYQU,184878
WPQXWHYO,ZCELVYQU,184878
ELQGMQWE,ZGJXVMNI,3660823
ZXERAXWP,ZGJXVMNI,3660823
GYHKIVQT,ZGJXVMNI,3665425
DNMPSKTB,ZGJXVMNI,3665425
OXKURKXR,ZGJXVMNI,3665425
ATLDMDBO,ZGJXVMNI,3665425
YSYHGLQK,ZGJXVMNI,3660823
JPBRUTWP,ZGJXVMNI,3665425
APQGTRMF,ZGJXVMNI,3665425
QRKRBYJL,ZGJXVMNI,3665425
QVLMOEYE,ZGJXVMNI,3665425
LLHREMKS,ZGJXVMNI,3660823
VBYCLTYZ,ZGJXVMNI,3665425
HXYSSRXE,ZGJXVMNI,3665425
ZKENOUDA,ZGJXVMNI,3660823
OKMBFVKS,ZGJXVMNI,3665425
SDWAYPIK,ZGJXVMNI,3665425
DBWLZWNK,ZGJXVMNI,3665425
XUOIQPFL,ZGJXVMNI,3665425
RJGPVEXX,ZGJXVMNI,3660823
RCBZUSIM,ZGJXVMNI,3665425
UXSPKBJR,ZGJXVMNI,3665425
DEWLVASR,ZGJXVMNI,3660823
GKQIJYDH,ZGJXVMNI,3660823
HCDTGMST,ZGJXVMNI,3660823
BEZYMBBT,ZGJXVMNI,3665425
BTMOEMEP,ZGJXVMNI,3665425
UIFPPCLR,ZGJXVMNI,3665425
UGEQLMXM,ZGJXVMNI,3660954
LSOIUSXD,ZGJXVMNI,3660954
DNMPSKTB,ZKENOUDA,518133
ZGJXVMNI,ZKENOUDA,508528
DEWLVASR,ZKENOUDA,508528
ELQGMQWE,ZKENOUDA,508528
GYHKIVQT,ZKENOUDA,518133
OXKURKXR,ZKENOUDA,518133
SDWAYPIK,ZKENOUDA,518133
FQCLOEXA,ZKENOUDA,508528
ZXERAXWP,ZKENOUDA,508528
JPBRUTWP,ZKENOUDA,518133
LSOIUSXD,ZKENOUDA,518133
LPHPPJUG,ZKENOUDA,508528
QRKRBYJL,ZKENOUDA,518133
RJGPVEXX,ZKENOUDA,508528
WPQXWHYO,ZKENOUDA,508528
QVLMOEYE,ZKENOUDA,518133
APQGTRMF,ZKENOUDA,518133
BEZYMBBT,ZKENOUDA,518133
XUOIQPFL,ZKENOUDA,518133
ATLDMDBO,ZKENOUDA,518133
VBYCLTYZ,ZKENOUDA,518133
OKMBFVKS,ZKENOUDA,518133
JBVHSUWY,ZKENOUDA,518133
UGEQLMXM,ZKENOUDA,518133
UIFPPCLR,ZKENOUDA,518133
HXYSSRXE,ZKENOUDA,518133
AXULOHBQ,ZKENOUDA,518133
BJALXPFS,ZKENOUDA,518133
RAWUKQMJ,ZKENOUDA,518133
DBWLZWNK,ZKENOUDA,508659
LLHREMKS,ZXERAXWP,161137
ELQGMQWE,ZXERAXWP,161137
ZCELVYQU,ZXERAXWP,161137
GKQIJYDH,ZXERAXWP,161137
DEWLVASR,ZXERAXWP,161137
YSYHGLQK,ZXERAXWP,161137
SAAYMURU,ZXERAXWP,161137
KJNSOAHR,ZXERAXWP,161137
KAGJCHMR,ZXERAXWP,161137
MBSBZBXA,ZXERAXWP,161137
ZGJXVMNI,ZXERAXWP,161137
UQYUIVVR,ZXERAXWP,161137
STZDBITS,ZXERAXWP,161137
LSOIUSXD,ZXERAXWP,161137
OKMBFVKS,ZXERAXWP,163447
ZKENOUDA,ZXERAXWP,161137
QKXNTIIB,ZXERAXWP,161137
BEZYMBBT,ZXERAXWP,161268
